image_path,class_label,attributes,caption,split,instance_id
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_011.jpg,bathroom_bucket,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bucket.,train,TEAM12_Bathroom_Bucket_011
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_012.jpg,bathroom_bucket,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic bucket.,train,TEAM12_Bathroom_Bucket_012
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_013.jpg,bathroom_bucket,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic bucket.,train,TEAM12_Bathroom_Bucket_013
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_014.jpg,bathroom_bucket,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic bucket.,train,TEAM12_Bathroom_Bucket_014
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_015.jpg,bathroom_bucket,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic bucket.,train,TEAM12_Bathroom_Bucket_015
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_016.jpg,bathroom_bucket,shape:cylindrical;colour:orange;material:plastic,A cylindrical orange plastic bucket.,train,TEAM12_Bathroom_Bucket_016
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_017.jpg,bathroom_bucket,shape:cylindrical;colour:brown;material:plastic,A cylindrical brown plastic bucket.,train,TEAM12_Bathroom_Bucket_017
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_018.jpg,bathroom_bucket,shape:cylindrical;colour:brown;material:plastic,A cylindrical brown plastic bucket.,train,TEAM12_Bathroom_Bucket_018
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_019.jpg,bathroom_bucket,shape:cylindrical;colour:brown;material:plastic,A cylindrical brown plastic bucket.,train,TEAM12_Bathroom_Bucket_019
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_020.jpg,bathroom_bucket,shape:cylindrical;colour:green;material:plastic,A cylindrical green plastic bucket.,val,TEAM12_Bathroom_Bucket_020
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_021.jpg,bathroom_bucket,shape:cylindrical;colour:red;material:plastic,A cylindrical red plastic bucket.,val,TEAM12_Bathroom_Bucket_021
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_022.jpg,bathroom_bucket,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bucket.,val,TEAM12_Bathroom_Bucket_022
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_023.jpg,bathroom_bucket,shape:cylindrical;colour:brown;material:plastic,A cylindrical brown plastic bucket.,val,TEAM12_Bathroom_Bucket_023
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/bucket/Bathroom_Bucket_024.jpg,bathroom_bucket,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bucket.,val,TEAM12_Bathroom_Bucket_024
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_001.jpeg,bathroom_comb,shape:rectangular;colour:purple;material:plastic,A rectangular purple plastic comb.,train,TEAM12_Bathroom_Comb_001
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_002.jpeg,bathroom_comb,shape:rectangular;colour:blue;material:plastic,A rectangular blue plastic comb.,train,TEAM12_Bathroom_Comb_002
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_003.jpeg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_003
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_004.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_004
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_005.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_005
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_006.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_006
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_007.jpg,bathroom_comb,shape:rectangular;colour:purple;material:plastic,A rectangular purple plastic comb.,train,TEAM12_Bathroom_Comb_007
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_008.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_008
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_009.jpg,bathroom_comb,shape:rectangular;colour:purple;material:plastic,A rectangular purple plastic comb.,train,TEAM12_Bathroom_Comb_009
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_010.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_010
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_011.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_011
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_012.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_012
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_013.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_013
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_014.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_014
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_015.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_015
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_016.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_016
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_017.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_017
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_018.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_018
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_019.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_019
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_020.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,train,TEAM12_Bathroom_Comb_020
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_021.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,val,TEAM12_Bathroom_Comb_021
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_022.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,val,TEAM12_Bathroom_Comb_022
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_023.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,val,TEAM12_Bathroom_Comb_023
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_024.jpg,bathroom_comb,shape:rectangular;colour:brown;material:plastic,A rectangular brown plastic comb.,val,TEAM12_Bathroom_Comb_024
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/comb/Bathroom_Comb_025.jpg,bathroom_comb,shape:rectangular;colour:black;material:plastic,A rectangular black plastic comb.,val,TEAM12_Bathroom_Comb_025
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_001.jpeg,bathroom_handwashing,shape:cylindrical;colour:purple;material:plastic,A cylindrical purple plastic handwashing.,train,TEAM12_Bathroom_Handwashing_001
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_002.jpeg,bathroom_handwashing,shape:cylindrical;colour:green;material:plastic,A cylindrical green plastic handwashing.,train,TEAM12_Bathroom_Handwashing_002
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_003.jpeg,bathroom_handwashing,shape:cylindrical;colour:green;material:plastic,A cylindrical green plastic handwashing.,train,TEAM12_Bathroom_Handwashing_003
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_004.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_004
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_005.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_005
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_006.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_006
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_007.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_007
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_008.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_008
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_009.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_009
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_010.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_010
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_011.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_011
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_012.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_012
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_013.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_013
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_014.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_014
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_015.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_015
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_016.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_016
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_017.jpg,bathroom_handwashing,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic handwashing.,train,TEAM12_Bathroom_Handwashing_017
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_018.jpg,bathroom_handwashing,shape:cylindrical;colour:multi-colored;material:plastic,A cylindrical multi-colored plastic handwashing.,train,TEAM12_Bathroom_Handwashing_018
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_019.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_019
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_020.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_020
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_021.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,train,TEAM12_Bathroom_Handwashing_021
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_022.jpg,bathroom_handwashing,shape:cylindrical;colour:pink;material:plastic,A cylindrical pink plastic handwashing.,train,TEAM12_Bathroom_Handwashing_022
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_023.jpg,bathroom_handwashing,shape:cylindrical;colour:blue;material:plastic,A cylindrical blue plastic handwashing.,train,TEAM12_Bathroom_Handwashing_023
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_024.jpg,bathroom_handwashing,shape:cylindrical;colour:yellow;material:plastic,A cylindrical yellow plastic handwashing.,train,TEAM12_Bathroom_Handwashing_024
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_025.jpg,bathroom_handwashing,shape:cylindrical;colour:green;material:plastic,A cylindrical green plastic handwashing.,val,TEAM12_Bathroom_Handwashing_025
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_026.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,val,TEAM12_Bathroom_Handwashing_026
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_027.jpg,bathroom_handwashing,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic handwashing.,val,TEAM12_Bathroom_Handwashing_027
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_028.jpg,bathroom_handwashing,shape:cylindrical;colour:purple;material:plastic,A cylindrical purple plastic handwashing.,val,TEAM12_Bathroom_Handwashing_028
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_029.jpg,bathroom_handwashing,shape:cylindrical;colour:multi-colored;material:plastic,A cylindrical multi-colored plastic handwashing.,val,TEAM12_Bathroom_Handwashing_029
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/handwashing/Bathroom_Handwashing_030.jpg,bathroom_handwashing,shape:cylindrical;colour:brown;material:plastic,A cylindrical brown plastic handwashing.,val,TEAM12_Bathroom_Handwashing_030
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_001.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:pink;material:cloth","An irregular, spherical pink cloth loofah.",train,TEAM12_Bathroom_Loofah_001
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_002.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:yellow;material:cloth","An irregular, spherical yellow cloth loofah.",train,TEAM12_Bathroom_Loofah_002
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_003.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:blue;material:cloth","An irregular, spherical blue cloth loofah.",train,TEAM12_Bathroom_Loofah_003
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_004.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:purple;material:cloth","An irregular, spherical purple cloth loofah.",train,TEAM12_Bathroom_Loofah_004
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_005.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:brown;material:cloth","An irregular, spherical brown cloth loofah.",train,TEAM12_Bathroom_Loofah_005
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_006.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:yellow;material:cloth","An irregular, spherical yellow cloth loofah.",train,TEAM12_Bathroom_Loofah_006
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_007.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:green;material:cloth","An irregular, spherical green cloth loofah.",train,TEAM12_Bathroom_Loofah_007
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_008.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:brown;material:cloth","An irregular, spherical brown cloth loofah.",train,TEAM12_Bathroom_Loofah_008
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_009.jpeg,bathroom_loofah,"shape:irregular, spherical;colour:purple;material:cloth","An irregular, spherical purple cloth loofah.",train,TEAM12_Bathroom_Loofah_009
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_010.jpg,bathroom_loofah,"shape:irregular, spherical;colour:blue;material:cloth","An irregular, spherical blue cloth loofah.",train,TEAM12_Bathroom_Loofah_010
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_011.jpg,bathroom_loofah,"shape:irregular, spherical;colour:multi-colored;material:cloth","An irregular, spherical multi-colored cloth loofah.",val,TEAM12_Bathroom_Loofah_011
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_012.jpg,bathroom_loofah,"shape:irregular, spherical;colour:multi-colored;material:cloth","An irregular, spherical multi-colored cloth loofah.",val,TEAM12_Bathroom_Loofah_012
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/loofah/Bathroom_Loofah_013.jpg,bathroom_loofah,"shape:irregular, spherical;colour:multi-colored;material:cloth","An irregular, spherical multi-colored cloth loofah.",val,TEAM12_Bathroom_Loofah_013
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_001.jpg,bathroom_razor,"shape:long, thin;colour:orange;material:metal","A long, thin orange metal razor.",train,TEAM12_Bathroom_Razor_001
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_002.jpg,bathroom_razor,"shape:long, thin;colour:orange;material:metal","A long, thin orange metal razor.",train,TEAM12_Bathroom_Razor_002
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_003.jpg,bathroom_razor,"shape:long, thin;colour:blue;material:metal","A long, thin blue metal razor.",train,TEAM12_Bathroom_Razor_003
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_004.jpg,bathroom_razor,"shape:long, thin;colour:blue;material:metal","A long, thin blue metal razor.",train,TEAM12_Bathroom_Razor_004
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_005.jpg,bathroom_razor,"shape:long, thin;colour:white;material:metal","A long, thin white metal razor.",train,TEAM12_Bathroom_Razor_005
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_006.jpg,bathroom_razor,"shape:long, thin;colour:black;material:metal","A long, thin black metal razor.",train,TEAM12_Bathroom_Razor_006
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_007.jpg,bathroom_razor,"shape:long, thin;colour:blue;material:metal","A long, thin blue metal razor.",train,TEAM12_Bathroom_Razor_007
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_008.jpg,bathroom_razor,"shape:long, thin;colour:multi-colored;material:metal","A long, thin multi-colored metal razor.",train,TEAM12_Bathroom_Razor_008
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_009.jpg,bathroom_razor,"shape:long, thin;colour:blue;material:metal","A long, thin blue metal razor.",train,TEAM12_Bathroom_Razor_009
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_010.jpg,bathroom_razor,"shape:long, thin;colour:black;material:metal","A long, thin black metal razor.",train,TEAM12_Bathroom_Razor_010
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_011.jpg,bathroom_razor,"shape:long, thin;colour:white;material:metal","A long, thin white metal razor.",train,TEAM12_Bathroom_Razor_011
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_012.jpg,bathroom_razor,"shape:long, thin;colour:black;material:metal","A long, thin black metal razor.",train,TEAM12_Bathroom_Razor_012
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_013.jpg,bathroom_razor,"shape:long, thin;colour:brown;material:metal","A long, thin brown metal razor.",val,TEAM12_Bathroom_Razor_013
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_014.jpg,bathroom_razor,"shape:long, thin;colour:purple;material:metal","A long, thin purple metal razor.",val,TEAM12_Bathroom_Razor_014
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_015.jpg,bathroom_razor,"shape:long, thin;colour:black;material:metal","A long, thin black metal razor.",val,TEAM12_Bathroom_Razor_015
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/razor/Bathroom_Razor_016.jpg,bathroom_razor,"shape:long, thin;colour:brown;material:metal","A long, thin brown metal razor.",val,TEAM12_Bathroom_Razor_016
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_001.jpeg,bathroom_shampoo_bottle,shape:cylindrical;colour:pink;material:plastic,A cylindrical pink plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_001
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_002.jpeg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_002
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_003.jpeg,bathroom_shampoo_bottle,shape:cylindrical;colour:black;material:plastic,A cylindrical black plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_003
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_004.jpeg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_004
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_005.jpg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_005
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_006.jpg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_006
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_007.jpg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_007
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_008.jpg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_008
Team12_DL_Milestone1_Drive/Project/Data/images/bathroom/shampoo_bottle/Bathroom_Shampoo_bottle_009.jpg,bathroom_shampoo_bottle,shape:cylindrical;colour:white;material:plastic,A cylindrical white plastic bottle.,train,TEAM12_Bathroom_Shampoo_bottle_009
