image_path,class_label_x,attributes_x,caption_x,instance_id_x,Unnamed: 5_x,attr_color,attr_material,attr_condition,attributes_clean,class_label_y,attributes_y,caption_y,instance_id_y,Unnamed: 5_y,changed_class,split
images/Team15_bottle_2.jpg,bottle,color:black;material:plastic;condition:used,black tinted bottle on floor,,Team15_bottle_2,black,plastic,used,color:black;material:plastic;condition:used,bottle,color:black;material:plastic;condition:used,black tinted bottle on floor,,Team15_bottle_2,bottle,train
images/team24_toothpaste_001.jpg,toothpaste,color:yellow;material:plastic;condition:used,a yellow plastic used toothpaste,,TEAM24_TOOTHPASTE_A_1,yellow,plastic,used,color:yellow;material:plastic;condition:used,toothpaste,color:yellow;material:plastic;condition:used,a yellow plastic used toothpaste,,TEAM24_TOOTHPASTE_A_1,toothpaste,train
images\team14_water_bottle (77).jpg,tableware_water_bottle,color:silver;material:metal;condition:used;size:medium,SILVER METAL waterbottle of MEDIUM size and used condition,TEAM14_SILVERBOTTLE_V,,silver,metal,used,color:silver;material:metal;condition:used,tableware_water_bottle,color:silver;material:metal;condition:used;size:medium,SILVER METAL waterbottle of MEDIUM size and used condition,TEAM14_SILVERBOTTLE_V,,bottle,train
images/team3_water_bottle_016.jpg,water_bottle,color:grey;material:metal;pattern:plain;condition:used;features:with_cap,A used grey plain metal water bottle with cap,team3_water_bottle_11_2,,grey,metal,used,color:grey;material:metal;condition:used,water_bottle,color:grey;material:metal;pattern:plain;condition:used;features:with_cap,A used grey plain metal water bottle with cap,team3_water_bottle_11_2,,bottle,train
images/team9_umbrella_09_a.jpg,umbrella,color:black;material:fabric;condition:used;size:medium,open umbrella,team9_umbrella_09_1,,black,fabric,used,color:black;material:fabric;condition:used,umbrella,color:black;material:fabric;condition:used;size:medium,open umbrella,team9_umbrella_09_1,,umbrella,train
images\team_20_tableware_mug_52.jpg,mug,"colour: ""white"", material: ""ceramic"", condition: ""new""",white ceramic mug with floral print,team20_mug52,,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,mug,"colour: ""white"", material: ""ceramic"", condition: ""new""",white ceramic mug with floral print,team20_mug52,,mug,train
images/Team18_Travel_bagpack_029.jpg,Travel_bagpack,color:black;material:fabric;condition:used;size:large,front view of large black trekking pack on bed.,Team18_bagpack_H_4,,black,fabric,used,color:black;material:fabric;condition:used,Travel_bagpack,color:black;material:fabric;condition:used;size:large,front view of large black trekking pack on bed.,Team18_bagpack_H_4,,backpack,train
images/team22_wrist_watch_171.png,clothing_wrist_watch,color:white;material:plastic;size:medium,white digital smartwatch,,team22_WATCH_12_2,white,plastic,unknown,color:white;material:plastic;condition:unknown,clothing_wrist_watch,color:white;material:plastic;size:medium,white digital smartwatch,,team22_WATCH_12_2,watch,train
images/team25_shuttlecock_32.jpg,sports_shuttlecock,"""color:yellow;material:plastic;condition:new;shape:conical","""yellow plastic badmintion shuttle cock""",,shuttlecock_G_2,yellow,plastic,new,color:yellow;material:plastic;condition:new,sports_shuttlecock,"""color:yellow;material:plastic;condition:new;shape:conical","""yellow plastic badmintion shuttle cock""",,shuttlecock_G_2,shuttlecock,train
images/Team15_watch_17.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,Team15_watch_17,black,rubber,new,color:black;material:rubber;condition:new,watch,color:black;material:rubber;condition:new,black watch with black dial,,Team15_watch_17,watch,train
images/team9_umbrella_06_a.jpg,umbrella,color:multicolor;material:fabric;condition:used;size:large,close umbrella,team9_umbrella_06_1,,multicolor,fabric,used,color:multicolor;material:fabric;condition:used,umbrella,color:multicolor;material:fabric;condition:used;size:large,close umbrella,team9_umbrella_06_1,,umbrella,train
images/team24_comb_022.jpg,comb,color:white;material:plastic;condition:used,white plastic comb on floor,,TEAM24_COMB_E_2,white,plastic,used,color:white;material:plastic;condition:used,comb,color:white;material:plastic;condition:used,white plastic comb on floor,,TEAM24_COMB_E_2,comb,train
images\team14_shampoo_bottle (10).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,A used white color shampoo bottle,Team14_WHITESHAMPOO_E,,white,plastic,new,color:white;material:plastic;condition:new,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,A used white color shampoo bottle,Team14_WHITESHAMPOO_E,,shampoo,train
images/team23_water_bottle_026.jpg,water_bottle,"""color:brown;material:plastic;condition:old""",,,TEAM23_WATER_BOTTLE_F_26,brown,plastic,old,color:brown;material:plastic;condition:old,water_bottle,"""color:brown;material:plastic;condition:old""",,,TEAM23_WATER_BOTTLE_F_26,bottle,train
images/Team18_Tools_screwdriver_010.jpg,Tools_screwdriver,color:white;material:plastic;condition:used;size:small,Small flathead screwdriver on wood.,Team18_Tools_screwdriver_H_5,,white,plastic,used,color:white;material:plastic;condition:used,Tools_screwdriver,color:white;material:plastic;condition:used;size:small,Small flathead screwdriver on wood.,Team18_Tools_screwdriver_H_5,,screwdriver,train
images/Team17_Cosmetics_lipstick_7_2.jpg,Cosmetics_lipstick,unknown,object photo,,Team17_Cosmetics_lipstick_7_3,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,Cosmetics_lipstick,unknown,object photo,,Team17_Cosmetics_lipstick_7_3,lipstick,train
images/Team15_toothbrush_24.jpg,toothbrush,color:yellow;material:plastic;condition:used,yellow brush with black head,,Team15_toothbrush_24,yellow,plastic,used,color:yellow;material:plastic;condition:used,toothbrush,color:yellow;material:plastic;condition:used,yellow brush with black head,,Team15_toothbrush_24,toothbrush,train
images/team23_lunchbox_056.jpg,lunchbox,"""color:grey;material:metal;condition:old""",Faint blue art on purple surface.,,TEAM23_LUNCHBOX_L_56,grey,metal,old,color:grey;material:metal;condition:old,lunchbox,"""color:grey;material:metal;condition:old""",Faint blue art on purple surface.,,TEAM23_LUNCHBOX_L_56,lunchbox,train
images\team14_phone_charger (77).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable zigzag,Team14_WhitePhoneCharger_BT,,white,plastic,used,color:white;material:plastic;condition:used,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable zigzag,Team14_WhitePhoneCharger_BT,,charger,train
images/team24_pen_013.jpg,pen,color:silver;material:plastic;condition:used,a silver plastic used pen,,TEAM24_PEN_D_1,silver,plastic,used,color:silver;material:plastic;condition:used,pen,color:silver;material:plastic;condition:used,a silver plastic used pen,,TEAM24_PEN_D_1,pen,train
images/Team17_keyboard_11_4.jpg,keyboard,unknown,object photo,,Team17_keyboard_11_5,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,keyboard,unknown,object photo,,Team17_keyboard_11_5,keyboard,train
images\team14_wrist_watch (11).jpg,clothing_wrist_watch,color:black;material:plastic;condition:new;size:small,new small black plastic watch from side,Team14_BlackWatch_F,,black,plastic,new,color:black;material:plastic;condition:new,clothing_wrist_watch,color:black;material:plastic;condition:new;size:small,new small black plastic watch from side,Team14_BlackWatch_F,,watch,train
images/team5_earphones_17.jpg,earphones,color:black;material:plastic;condition:used,a black wireless earphones,TEAM5_EAR_4_3,,black,plastic,used,color:black;material:plastic;condition:used,earphones,color:black;material:plastic;condition:used,a black wireless earphones,TEAM5_EAR_4_3,,earphones,train
images/team8_Spectacle_043.jpg,clothing_spectacles,"color:black,size:medium,condition:used,material:plastic",Used medium sized black plastic spectacles,specs_I_1,,black,plastic,used,color:black;material:plastic;condition:used,clothing_spectacles,"color:black,size:medium,condition:used,material:plastic",Used medium sized black plastic spectacles,specs_I_1,,spectacles,train
images/Team16_backpack49.jpg,backpack,color:blue;material:metal;condition:used,A futuristic blue and silver harness-style backpack with metal clasps.,BPK49,,blue,metal,used,color:blue;material:metal;condition:used,backpack,color:blue;material:metal;condition:used,A futuristic blue and silver harness-style backpack with metal clasps.,BPK49,,backpack,train
images/Team1_backpack_H_5_040.jpg,backpack,color:red;material:fabric;shape:round,red fabric backpack in front of a gray surface,Team1_backpack_H_5,,red,fabric,unknown,color:red;material:fabric;condition:unknown,backpack,color:red;material:fabric;shape:round,red fabric backpack in front of a gray surface,Team1_backpack_H_5,,backpack,train
images/team3_water_bottle_031.jpg,water_bottle,color:blue;material:metal;pattern:plain;condition:new;features:unknown,A new blue plain metal water bottle,team3_water_bottle_15_1,,blue,metal,new,color:blue;material:metal;condition:new,water_bottle,color:blue;material:metal;pattern:plain;condition:new;features:unknown,A new blue plain metal water bottle,team3_water_bottle_15_1,,bottle,train
images/team25_cup_36.jpg,tableware_cup,"""color:blue;material:metal;condition:new;shape:cylindrical""","""small blue cup with cover""",,cup_O_1,blue,metal,new,color:blue;material:metal;condition:new,tableware_cup,"""color:blue;material:metal;condition:new;shape:cylindrical""","""small blue cup with cover""",,cup_O_1,cup,train
images/team24_toothbrush_038.jpg,toothbrush,color:green;material:plastic;condition:new,a green plastic new toothbrush,,TEAM24_TOOTHBRUSH_H_3,green,plastic,new,color:green;material:plastic;condition:new,toothbrush,color:green;material:plastic;condition:new,a green plastic new toothbrush,,TEAM24_TOOTHBRUSH_H_3,toothbrush,train
images\team14_shampoo_bottle (74).jpg,personal_care_shampoo_bottle,color:black;material:plastic;condition:unknown;size:medium,A black color shampoo bottle,Team14_BLACKSHAMPOO_O,,black,plastic,unknown,color:black;material:plastic;condition:unknown,personal_care_shampoo_bottle,color:black;material:plastic;condition:unknown;size:medium,A black color shampoo bottle,Team14_BLACKSHAMPOO_O,,shampoo,train
images/Team1_notebook_I_2_162.jpg,notebook,color:yellow;material:paper;shape:rectangular,"yellow paper notebook in front of a wall, low brightness",Team1_notebook_I_2,,yellow,paper,unknown,color:yellow;material:paper;condition:unknown,notebook,color:yellow;material:paper;shape:rectangular,"yellow paper notebook in front of a wall, low brightness",Team1_notebook_I_2,,notebook,train
images\team14_phone_charger (97).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,Team14_WhitePhoneCharger_I,,white,plastic,used,color:white;material:plastic;condition:used,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,Team14_WhitePhoneCharger_I,,charger,train
images/Team18_Travel_bagpack_009.jpg,Travel_bagpack,color:green;material:fabric;condition:used;size:medium,Front of a green travel backpack.,Team18_bagpack_D_4,,green,fabric,used,color:green;material:fabric;condition:used,Travel_bagpack,color:green;material:fabric;condition:used;size:medium,Front of a green travel backpack.,Team18_bagpack_D_4,,backpack,train
images/team10_electronics_accessories_keyboards_167.jpg,keyboard,color:black;material:plastic;condition:used;size:large,black plastic keyboard in large size,TEAM10_KEY_X_2,,black,plastic,used,color:black;material:plastic;condition:used,keyboard,color:black;material:plastic;condition:used;size:large,black plastic keyboard in large size,TEAM10_KEY_X_2,,keyboard,train
images/Team15_footwear_16.jpg,footwear,color:blue;material:rubber;condition:used,blue slippers with white strip,,Team15_footwear_16,blue,rubber,used,color:blue;material:rubber;condition:used,footwear,color:blue;material:rubber;condition:used,blue slippers with white strip,,Team15_footwear_16,footwear,train
images/Team1_pen_L_5_300.jpg,pen,color:blue;material:plastic;shape:cylindrical,blue pen on brown background,Team1_pen_L_5,,blue,plastic,unknown,color:blue;material:plastic;condition:unknown,pen,color:blue;material:plastic;shape:cylindrical,blue pen on brown background,Team1_pen_L_5,,pen,train
images/team23_wallet_042.jpg,wallet,"""color:brown;material:fabric;condition:old""",Blue water bottle on bed.,,TEAM23_WALLET_I_42,brown,fabric,old,color:brown;material:fabric;condition:old,wallet,"""color:brown;material:fabric;condition:old""",Blue water bottle on bed.,,TEAM23_WALLET_I_42,wallet,train
images\team14_toothbrush (34).jpg,personal_care_toothbrush,color:white;material:plastic;condition:used;size:small,green toothbrush top view with white design,Team14_WhiteToothbrush_F,,white,plastic,used,color:white;material:plastic;condition:used,personal_care_toothbrush,color:white;material:plastic;condition:used;size:small,green toothbrush top view with white design,Team14_WhiteToothbrush_F,,toothbrush,train
images/team3_suitcase_029.jpg,suitcase,color:blue;material:plastic;pattern:striped;condition:new;features:with_wheels,"A new blue suitcase of plastic material with a striped pattern, with_wheels",team3_suitcase_06_4,,blue,plastic,new,color:blue;material:plastic;condition:new,suitcase,color:blue;material:plastic;pattern:striped;condition:new;features:with_wheels,"A new blue suitcase of plastic material with a striped pattern, with_wheels",team3_suitcase_06_4,,suitcase,train
images/team9_umbrella_04_e.jpg,umbrella,color:black;material:fabric;condition:new;size:medium,close umbrella,team9_umbrella_04_5,,black,fabric,new,color:black;material:fabric;condition:new,umbrella,color:black;material:fabric;condition:new;size:medium,close umbrella,team9_umbrella_04_5,,umbrella,train
images/Team18_Footwear_Sneakers_037.jpg,Footwear_Sneakers,color:multi-color;material:unknown;condition:used;size:unknown,Side profile of patterned high-top sneakers.,Team18_Sneakers_A_2,,multi-color,unknown,used,color:multi-color;material:unknown;condition:used,Footwear_Sneakers,color:multi-color;material:unknown;condition:used;size:unknown,Side profile of patterned high-top sneakers.,Team18_Sneakers_A_2,,sneakers,train
images/team11_brush_002.jpg,brush,color:brown;material:wood+metal;condition:used,brown brush with wooden handle and metal ferrule,,Team_11_brush_brush_002,brown,wood+metal,used,color:brown;material:wood+metal;condition:used,brush,color:brown;material:wood+metal;condition:used,brown brush with wooden handle and metal ferrule,,Team_11_brush_brush_002,brush,train
images/Team18_Clothing_wallet_024.jpg,Clothing_wallet,colour:red;material:leather;condition:new;size:small,Red leather wallet on a patterned sheet.,Team18_Wallet_B_4,,red,leather,new,color:red;material:leather;condition:new,Clothing_wallet,colour:red;material:leather;condition:new;size:small,Red leather wallet on a patterned sheet.,Team18_Wallet_B_4,,wallet,train
images/Team15_pen_51.jpg,pen,color:blue;material:plastic;condition:used,blue pen on wooden table,,Team15_pen_51,blue,plastic,used,color:blue;material:plastic;condition:used,pen,color:blue;material:plastic;condition:used,blue pen on wooden table,,Team15_pen_51,pen,train
images/team13_personal_care_soap_bar_027.jpg,personal_care_soap_bar,color:pink;material:plastic;condition:new;size:small;style:minimalist,soap bar with smooth surface and edges,,TEAM13_PERSONAL_CARE_SOAP_BAR_F_2,pink,plastic,new,color:pink;material:plastic;condition:new,personal_care_soap_bar,color:pink;material:plastic;condition:new;size:small;style:minimalist,soap bar with smooth surface and edges,,TEAM13_PERSONAL_CARE_SOAP_BAR_F_2,soap,train
images/Team18_Stationery_Pen_050.jpg,Stationery_Pen,colour:orange;material:plastic;condition:used;size:large,Red plastic pen resting on a wooden surface.,Team18_Pen_E_5,,orange,plastic,used,color:orange;material:plastic;condition:used,Stationery_Pen,colour:orange;material:plastic;condition:used;size:large,Red plastic pen resting on a wooden surface.,Team18_Pen_E_5,,pen,train
images\team14_wrist_watch (80).jpg,clothing_wrist_watch,color:unknown;material:unknown;condition:new;size:small,new small brown analog leather watch,Team14_BrownWatch_A,,unknown,unknown,new,color:unknown;material:unknown;condition:new,clothing_wrist_watch,color:unknown;material:unknown;condition:new;size:small,new small brown analog leather watch,Team14_BrownWatch_A,,watch,train
images/team25_shuttlecock_45.jpg,sports_shuttlecock,"""color:white;material:feather;condition:new;shape:conical","""ducktail white feather shuttle cock for badmintion""",,shuttlecock_I_5,white,feather,new,color:white;material:feather;condition:new,sports_shuttlecock,"""color:white;material:feather;condition:new;shape:conical","""ducktail white feather shuttle cock for badmintion""",,shuttlecock_I_5,shuttlecock,train
images/Team18_Travel_bagpack_042.jpg,Travel_bagpack,color:multi-color;material:fabric;condition:used;size:medium,Gray bagpack standing upright on bed,Team18_bagpack_E_2,,multi-color,fabric,used,color:multi-color;material:fabric;condition:used,Travel_bagpack,color:multi-color;material:fabric;condition:used;size:medium,Gray bagpack standing upright on bed,Team18_bagpack_E_2,,backpack,train
images/team11_power_banks_020.jpg,power_banks,color:white;material:plastic;condition:new,power_banks image,,Team_11_power_banks_power_banks_020,white,plastic,new,color:white;material:plastic;condition:new,power_banks,color:white;material:plastic;condition:new,power_banks image,,Team_11_power_banks_power_banks_020,powerbank,train
images/team10_Footwear_slippers_442.jpg,slippers,color:black;material:plastic;condition:new;size:medium,new slippers with black plastic body,TEAM10_SLI_S_1,,black,plastic,new,color:black;material:plastic;condition:new,slippers,color:black;material:plastic;condition:new;size:medium,new slippers with black plastic body,TEAM10_SLI_S_1,,slippers,train
images/team10_electronics_accessories_mouse_201.jpg,mouse,color:white;material:plastic;condition:used;size:small,white plastic mouse in small size,TEAM10_MOU_B_2,,white,plastic,used,color:white;material:plastic;condition:used,mouse,color:white;material:plastic;condition:used;size:small,white plastic mouse in small size,TEAM10_MOU_B_2,,mouse,train
images/team_20_clothing_cap_44.jpg,cap,"colour: ""multi_colour"", condition: ""worn"", material: ""cotton""","Army Cap, front view, occur yellow background",team20_cap44,,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,cap,"colour: ""multi_colour"", condition: ""worn"", material: ""cotton""","Army Cap, front view, occur yellow background",team20_cap44,,cap,train
images/Team1_wallet_I_3_583.jpg,wallet,color:black;material:leather;shape:rectangular,smooth black wallet on a brown floral bedsheet,Team1_wallet_I_3,,black,leather,unknown,color:black;material:leather;condition:unknown,wallet,color:black;material:leather;shape:rectangular,smooth black wallet on a brown floral bedsheet,Team1_wallet_I_3,,wallet,train
images/Team17_Earpods_headphones_2_1.jpg,Earpods_headphones,unknown,object photo,,Team17_Earpods_headphones_2_2,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,Earpods_headphones,unknown,object photo,,Team17_Earpods_headphones_2_2,headphones,train
images/team8_bags_042.jpg,travel_backpack,"color:black,size:medium,condition:new,material:synthetic",A new medium sized black synthetic bag,bag_I_4,,black,synthetic,new,color:black;material:synthetic;condition:new,travel_backpack,"color:black,size:medium,condition:new,material:synthetic",A new medium sized black synthetic bag,bag_I_4,,backpack,train
images/team8_shoes_003.jpg,footwear_shoes,"color:grey,size:medium,condition:used,material:mesh",A used medium sized grey mesh shoe,shoe_B_1,,grey,mesh,used,color:grey;material:mesh;condition:used,footwear_shoes,"color:grey,size:medium,condition:used,material:mesh",A used medium sized grey mesh shoe,shoe_B_1,,shoes,train
images\team14_soap_bar (4).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A white used soap bar,Team14_WHITESOAP_D,,white,unknown,used,color:white;material:unknown;condition:used,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A white used soap bar,Team14_WHITESOAP_D,,soap,train
images\team14_shampoo_bottle (12).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:large,A new white color shampoo bottle,Team14_WHITESHAMPOO_G,,white,plastic,new,color:white;material:plastic;condition:new,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:large,A new white color shampoo bottle,Team14_WHITESHAMPOO_G,,shampoo,train
images/Team15_watch_18.jpg,watch,color:black;material:rubber;condition:new,black watch with black dial,,Team15_watch_18,black,rubber,new,color:black;material:rubber;condition:new,watch,color:black;material:rubber;condition:new,black watch with black dial,,Team15_watch_18,watch,train
images/Team17_flip_flops_6_0.jpg,flip_flops,unknown,object photo,,Team17_flip_flops_6_1,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,flip_flops,unknown,object photo,,Team17_flip_flops_6_1,slippers,train
images/team8_pen_002.jpg,stationery_pen,"color:black,size:small,condition:unknown,material:plastic",A small sized black plastic pen,pen_B_1,,black,plastic,unknown,color:black;material:plastic;condition:unknown,stationery_pen,"color:black,size:small,condition:unknown,material:plastic",A small sized black plastic pen,pen_B_1,,pen,train
images/team8_bottle_059.jpg,tableware_water_bottle,"color:purple,size:medium,condition:used,material:plastic",A used medium purple plastic bottle,bottle_K_4,,purple,plastic,used,color:purple;material:plastic;condition:used,tableware_water_bottle,"color:purple,size:medium,condition:used,material:plastic",A used medium purple plastic bottle,bottle_K_4,,bottle,train
images/team3_water_bottle_018.jpg,water_bottle,color:grey;material:metal;pattern:plain;condition:used;features:with_cap,A used grey plain metal water bottle with cap,team3_water_bottle_12_1,,grey,metal,used,color:grey;material:metal;condition:used,water_bottle,color:grey;material:metal;pattern:plain;condition:used;features:with_cap,A used grey plain metal water bottle with cap,team3_water_bottle_12_1,,bottle,train
images/Team15_backpack_26.jpg,backpack,color:blue;material:cloth;condition:used,blue bag on bed,,Team15_backpack_26,blue,cloth,used,color:blue;material:cloth;condition:used,backpack,color:blue;material:cloth;condition:used,blue bag on bed,,Team15_backpack_26,backpack,train
images/Team18_Stationery_Pen_009.jpg,Stationery_Pen,colour:purple;material:plastic;condition:used;size:medium,Purple plastic pen with its cap on.,Team18_Pen_B_4,,purple,plastic,used,color:purple;material:plastic;condition:used,Stationery_Pen,colour:purple;material:plastic;condition:used;size:medium,Purple plastic pen with its cap on.,Team18_Pen_B_4,,pen,train
images\team14_soap_bar (91).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,Team14_GREENSOAP_P,,green,unknown,used,color:green;material:unknown;condition:used,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,Team14_GREENSOAP_P,,soap,train
images/Team17_electric_kettle_3_2.jpg,electric_kettle,unknown,object photo,,Team17_electric_kettle_3_3,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,electric_kettle,unknown,object photo,,Team17_electric_kettle_3_3,kettle,train
images/team9_sneakers_13_b.jpg,sneakers,"color:multicolor;material:fabric;condition:new,size:medium",white and green sneakers top slanted view,team9_sneakers_13_2,,multicolor,fabric,new,color:multicolor;material:fabric;condition:new,sneakers,"color:multicolor;material:fabric;condition:new,size:medium",white and green sneakers top slanted view,team9_sneakers_13_2,,sneakers,train
